採番,流域平均累加雨量,最大降雨強度（流域平均）,継続時間,台風直接時間,台風間接時間,前線時間,線状降水帯時間,開始,終了,SST,アンサンブル,開始時刻,終了時刻,開始年,開始月,開始日,開始時,終了年,終了月,終了日,終了時,気象場DSOM
23,28.19,3.6,66.5,0,17.5,24,0,308772,308904,HPB,3,1968-08-11 17:30:00,1968-08-14 11:30:00,1968,8,11,18,1968,8,14,12,2
24,28,3.25,29.5,0,0,0,0,330369,330427,HPB,3,1969-11-04 16:00:00,1969-11-05 21:00:00,1969,11,4,18,1969,11,6,0,2
25,86.0050000000001,3.58,121.5,0,61.5,6,0,344047,344289,HPB,3,1970-08-16 15:00:00,1970-08-21 16:00:00,1970,8,16,18,1970,8,21,18,8
26,31.785,5.62,37.5,2.5,35,18,0,362980,363054,HPB,3,1971-09-15 01:30:00,1971-09-16 14:30:00,1971,9,15,0,1971,9,16,12,9
27,55.67,6.64,70.5,32.5,28.5,12,0,379767,379907,HPB,3,1972-08-29 19:00:00,1972-09-01 17:00:00,1972,8,29,18,1972,9,1,18,9
28,37.155,2.84,42,0,0,0,0,400589,400672,HPB,3,1973-11-06 14:00:00,1973-11-08 07:30:00,1973,11,6,12,1973,11,8,6,9
29,24.8,4.71,55,0,2,0,0,415609,415718,HPB,3,1974-09-15 12:00:00,1974-09-17 18:30:00,1974,9,15,12,1974,9,17,18,2
30,41.77,5.1,112,0,0,0,0,435666,435889,HPB,3,1975-11-07 08:30:00,1975-11-12 00:00:00,1975,11,7,6,1975,11,12,0,2
31,88.88,4.72,75.5,0,13.5,0,0,450598,450748,HPB,3,1976-09-13 10:30:00,1976-09-16 13:30:00,1976,9,13,12,1976,9,16,12,2
32,37.68,6.36,22,0,0,18,0,466731,466774,HPB,3,1977-08-15 13:00:00,1977-08-16 10:30:00,1977,8,15,12,1977,8,16,12,9
33,36.565,2.38,38,0,0,0,0,481201,481276,HPB,3,1978-06-13 00:00:00,1978-06-14 13:30:00,1978,6,13,0,1978,6,14,12,2
34,37.52,3.72,78,36,39.5,36,0,502113,502268,HPB,3,1979-08-22 16:00:00,1979-08-25 21:30:00,1979,8,22,18,1979,8,26,0,8
35,33.425,1.59,74,0,13.5,0,0,523291,523438,HPB,3,1980-11-05 21:00:00,1980-11-08 22:30:00,1980,11,6,0,1980,11,9,0,8
36,39.3,2.92,35,11,24,0,0,538396,538465,HPB,3,1981-09-16 13:30:00,1981-09-18 00:00:00,1981,9,16,12,1981,9,18,0,8
37,22.905,1.8,57.5,0,0,6,0,554013,554127,HPB,3,1982-08-07 22:00:00,1982-08-10 07:00:00,1982,8,8,0,1982,8,10,6,8
38,52.995,4.07,33.5,0,23,12,0,574355,574421,HPB,3,1983-10-05 17:00:00,1983-10-07 02:00:00,1983,10,5,18,1983,10,7,0,11
39,48.49,2.85,63,34,29,0,0,591355,591480,HPB,3,1984-09-23 21:00:00,1984-09-26 11:30:00,1984,9,24,0,1984,9,26,12,2
40,21.055,2.36,21.5,0,0,18,0,608626,608668,HPB,3,1985-09-18 16:30:00,1985-09-19 13:30:00,1985,9,18,18,1985,9,19,12,2
41,28.12,6.45,16,0,0,6,0,608856,608887,HPB,3,1985-09-23 11:30:00,1985-09-24 03:00:00,1985,9,23,12,1985,9,24,6,8
42,56.025,3.01,101,32.5,51.5,18,0,626232,626433,HPB,3,1986-09-20 11:30:00,1986-09-24 16:00:00,1986,9,20,12,1986,9,24,18,12
43,26.16,3.71,29,0,5.5,12,0,642803,642860,HPB,3,1987-08-31 17:00:00,1987-09-01 21:30:00,1987,8,31,18,1987,9,2,0,9
44,21.335,1.47,84,22,44.5,12,0,662885,663052,HPB,3,1988-10-23 02:00:00,1988-10-26 13:30:00,1988,10,23,0,1988,10,26,12,9
45,26.66,2.39,98,0,0,0,0,678618,678813,HPB,3,1989-09-15 20:30:00,1989-09-19 22:00:00,1989,9,15,18,1989,9,20,0,9
46,22.51,4.53,31.5,23.5,8,6,0,696072,696134,HPB,3,1990-09-14 11:30:00,1990-09-15 18:30:00,1990,9,14,12,1990,9,15,18,7
47,45.555,2.22,53.5,0,0,0,0,708743,708849,HPB,3,1991-06-05 11:00:00,1991-06-07 16:00:00,1991,6,5,12,1991,6,7,18,2
48,20.61,1.78,27.5,0,0,0,0,708907,708961,HPB,3,1991-06-08 21:00:00,1991-06-10 00:00:00,1991,6,9,0,1991,6,10,0,2
49,24.665,5.42,30.5,0,0,30,0,728907,728967,HPB,3,1992-07-29 13:00:00,1992-07-30 19:00:00,1992,7,29,12,1992,7,30,18,2
50,62.18,3.66,56,0,0,12,0,729367,729478,HPB,3,1992-08-08 03:00:00,1992-08-10 10:30:00,1992,8,8,6,1992,8,10,12,2
51,116.815,5.37,80.5,0,24.5,18,0,747686,747846,HPB,3,1993-08-24 18:30:00,1993-08-28 02:30:00,1993,8,24,18,1993,8,28,0,13
52,28.57,2,47,14,23,0,0,778583,778676,HPB,3,1995-05-30 11:00:00,1995-06-01 09:30:00,1995,5,30,12,1995,6,1,12,2
53,36.325,3.66,51,0,0,30,0,778804,778905,HPB,3,1995-06-04 01:30:00,1995-06-06 04:00:00,1995,6,4,0,1995,6,6,6,8
54,21.22,2.98,121,0,0,0,0,822432,822673,HPB,3,1997-11-28 23:30:00,1997-12-04 00:00:00,1997,11,29,0,1997,12,4,0,13
55,53.305,2.92,54.5,0,0,0,0,835310,835418,HPB,3,1998-08-24 06:30:00,1998-08-26 12:30:00,1998,8,24,6,1998,8,26,12,2
56,26.295,2.45,44,0,0,0,0,855034,855121,HPB,3,1999-10-09 04:30:00,1999-10-11 00:00:00,1999,10,9,6,1999,10,11,0,2
57,28.6,3.32,51.5,0,10.5,6,0,855437,855539,HPB,3,1999-10-17 14:00:00,1999-10-19 17:00:00,1999,10,17,12,1999,10,19,18,4
58,49.165,5.61,20.5,0,0,12,0,872292,872332,HPB,3,2000-10-02 17:30:00,2000-10-03 13:30:00,2000,10,2,18,2000,10,3,12,2
59,69.425,5.81,35,6.5,28.5,12,0,887982,888051,HPB,3,2001-08-25 14:30:00,2001-08-27 01:00:00,2001,8,25,12,2001,8,27,0,2
60,48.83,3.57,78.5,17,65,18,0,905878,906034,HPB,3,2002-09-02 10:30:00,2002-09-05 16:30:00,2002,9,2,12,2002,9,5,18,2
61,20.28,1.91,43,0,0,6,0,925969,926054,HPB,3,2003-10-26 00:00:00,2003-10-27 18:30:00,2003,10,26,0,2003,10,27,18,2
62,121.6,4.35,108.5,0,0,30,0,942889,943105,HPB,3,2004-10-12 12:00:00,2004-10-17 00:00:00,2004,10,12,12,2004,10,17,0,2
63,24.395,2.62,32.5,0,0,6,0,993537,993601,HPB,3,2007-09-02 16:00:00,2007-09-04 00:00:00,2007,9,2,18,2007,9,4,0,7
64,59.76,3.07,158,0,0,0,0,1009195,1009510,HPB,3,2008-07-24 21:00:00,2008-07-31 10:30:00,2008,7,25,0,2008,7,31,12,7
65,27.57,3.36,67,0,0,12,0,1030647,1030780,HPB,3,2009-10-14 19:00:00,2009-10-17 13:30:00,2009,10,14,18,2009,10,17,12,2
66,21.245,4.51,40.5,0,0,24,0,1044776,1044856,HPB,3,2010-08-05 03:30:00,2010-08-06 19:30:00,2010,8,5,6,2010,8,6,18,12
67,64.81,5.11,69,0,0,6,0,1045197,1045334,HPB,3,2010-08-13 22:00:00,2010-08-16 18:30:00,2010,8,14,0,2010,8,16,18,12
1,75.175,8.94,34,0,14.5,12,0,28665,28732,HPB,4,1952-08-20 04:00:00,1952-08-21 13:30:00,1952,8,20,6,1952,8,21,12,8
2,111.935,6.35,131,0,0,6,0,45148,45409,HPB,4,1953-07-29 13:30:00,1953-08-04 00:00:00,1953,7,29,12,1953,8,4,0,2
3,80.755,6.11,67.5,0,0,0,0,63687,63821,HPB,4,1954-08-19 19:00:00,1954-08-22 14:00:00,1954,8,19,18,1954,8,22,12,9
4,23.49,3.88,30.5,0,0,12,0,82424,82484,HPB,4,1955-09-14 03:30:00,1955-09-15 09:30:00,1955,9,14,6,1955,9,15,12,2
5,37.87,3.08,24.5,0,0,12,0,101694,101742,HPB,4,1956-10-19 14:30:00,1956-10-20 14:30:00,1956,10,19,12,1956,10,20,12,2
6,28.32,1.67,84.5,0,1,0,0,115936,116104,HPB,4,1957-08-12 07:30:00,1957-08-15 19:30:00,1957,8,12,6,1957,8,15,18,13
7,109.04,5.1,86,0,38.5,36,0,116146,116317,HPB,4,1957-08-16 16:30:00,1957-08-20 06:00:00,1957,8,16,18,1957,8,20,6,13
8,107.325,7.44,89,12.5,20.5,24,0,134001,134178,HPB,4,1958-08-23 16:00:00,1958-08-27 08:30:00,1958,8,23,18,1958,8,27,6,13
9,37.86,2.77,46.5,15,19.5,18,0,151332,151424,HPB,4,1959-08-19 17:30:00,1959-08-21 15:30:00,1959,8,19,18,1959,8,21,18,8
10,40.02,2.63,96,0,0,0,0,165009,165200,HPB,4,1960-05-30 16:00:00,1960-06-03 15:30:00,1960,5,30,18,1960,6,3,18,8
11,66.605,4.7,28,0,21.5,24,0,187315,187370,HPB,4,1961-09-07 09:00:00,1961-09-08 12:30:00,1961,9,7,12,1961,9,8,12,12
12,30.675,2.56,38,0,0,18,0,207169,207244,HPB,4,1962-10-26 00:00:00,1962-10-27 13:30:00,1962,10,26,0,1962,10,27,12,8
13,84.055,5.73,69,16.5,22,66,0,223654,223791,HPB,4,1963-10-04 10:30:00,1963-10-07 07:00:00,1963,10,4,12,1963,10,7,6,2
14,40.64,4.38,56.5,0,0,24,0,238767,238879,HPB,4,1964-08-14 07:00:00,1964-08-16 15:00:00,1964,8,14,6,1964,8,16,18,8
15,60.22,5.46,81,43.5,26.5,6,0,256424,256585,HPB,4,1965-08-17 03:30:00,1965-08-20 12:00:00,1965,8,17,6,1965,8,20,12,9
16,63.47,7.09,32,21,11,12,0,275173,275236,HPB,4,1966-09-11 18:00:00,1966-09-13 01:30:00,1966,9,11,18,1966,9,13,0,8
17,33.995,5.89,31.5,12.5,19,18,0,290486,290548,HPB,4,1967-07-27 18:30:00,1967-07-29 01:30:00,1967,7,27,18,1967,7,29,0,10
18,63.045,7.12,31,24.5,6.5,0,0,290908,290969,HPB,4,1967-08-05 13:30:00,1967-08-06 20:00:00,1967,8,5,12,1967,8,6,18,10
19,31.695,3.41,32,0,0,0,0,331531,331594,HPB,4,1969-11-28 21:00:00,1969-11-30 04:30:00,1969,11,29,0,1969,11,30,6,12
20,28.515,2.87,34.5,26,8.5,18,0,342723,342791,HPB,4,1970-07-20 01:00:00,1970-07-21 11:00:00,1970,7,20,0,1970,7,21,12,12
21,66.18,4.41,117,0,0,0,0,343086,343319,HPB,4,1970-07-27 14:30:00,1970-08-01 11:00:00,1970,7,27,12,1970,8,1,12,12
22,31.045,4.89,37,0,0,0,0,366315,366388,HPB,4,1971-11-23 13:00:00,1971-11-25 01:30:00,1971,11,23,12,1971,11,25,0,12
23,50.99,2.32,119.5,0,72,0,0,383363,383601,HPB,4,1972-11-12 17:00:00,1972-11-17 16:00:00,1972,11,12,18,1972,11,17,18,2
24,21.78,1.45,55.5,0,0,36,0,397076,397186,HPB,4,1973-08-25 09:30:00,1973-08-27 16:30:00,1973,8,25,12,1973,8,27,18,2
25,40.065,6.89,62.5,40.5,15.5,18,0,415642,415766,HPB,4,1974-09-16 04:30:00,1974-09-18 18:30:00,1974,9,16,6,1974,9,18,18,8
26,46.75,4.17,41,20.5,20.5,18,0,432065,432146,HPB,4,1975-08-24 08:00:00,1975-08-26 00:30:00,1975,8,24,6,1975,8,26,0,9
27,36.995,2.62,71.5,0,0,18,0,450918,451060,HPB,4,1976-09-20 02:30:00,1976-09-23 01:30:00,1976,9,20,0,1976,9,23,0,9
28,57.165,3.09,79.5,33.5,43.5,18,0,469380,469538,HPB,4,1977-10-09 17:30:00,1977-10-13 00:30:00,1977,10,9,18,1977,10,13,0,9
29,55.555,3.51,65,13,41,12,0,484267,484396,HPB,4,1978-08-15 21:00:00,1978-08-18 13:30:00,1978,8,16,0,1978,8,18,12,2
30,64.705,1.47,139,0,0,90,0,484668,484945,HPB,4,1978-08-24 05:30:00,1978-08-30 00:00:00,1978,8,24,6,1978,8,30,0,2
31,27.355,4.94,30.5,0,0,12,0,502549,502609,HPB,4,1979-08-31 18:00:00,1979-09-02 00:00:00,1979,8,31,18,1979,9,2,0,2
32,36.205,4.65,34.5,12,17.5,6,0,516184,516252,HPB,4,1980-06-10 19:30:00,1980-06-12 05:30:00,1980,6,10,18,1980,6,12,6,9
33,21.59,1.86,56.5,0,0,18,0,539913,540025,HPB,4,1981-10-18 04:00:00,1981-10-20 12:00:00,1981,10,18,6,1981,10,20,12,2
34,26.875,4,17.5,0,0,12,0,540233,540267,HPB,4,1981-10-24 20:00:00,1981-10-25 13:00:00,1981,10,24,18,1981,10,25,12,8
35,40.35,2.58,38.5,5.5,21.5,12,0,555596,555672,HPB,4,1982-09-09 21:30:00,1982-09-11 11:30:00,1982,9,10,0,1982,9,11,12,8
36,22.315,3.22,18,0,0,0,0,576021,576056,HPB,4,1983-11-09 10:00:00,1983-11-10 03:30:00,1983,11,9,12,1983,11,10,6,8
37,32.54,3.42,94,3.5,54,36,0,605695,605882,HPB,4,1985-07-19 15:00:00,1985-07-23 12:30:00,1985,7,19,18,1985,7,23,12,8
38,25.35,1.53,37,24,13,0,0,626328,626401,HPB,4,1986-09-22 11:30:00,1986-09-24 00:00:00,1986,9,22,12,1986,9,24,0,11
39,30.365,3.09,33.5,0,0,18,0,626565,626631,HPB,4,1986-09-27 10:00:00,1986-09-28 19:00:00,1986,9,27,12,1986,9,28,18,2
40,26.77,3.15,76.5,0,0,24,0,644883,645035,HPB,4,1987-10-14 01:00:00,1987-10-17 05:00:00,1987,10,14,0,1987,10,17,6,2
41,99.645,4.09,139.5,0,0,18,0,645275,645553,HPB,4,1987-10-22 05:00:00,1987-10-28 00:00:00,1987,10,22,6,1987,10,28,0,8
42,51.795,3.39,105.5,0,0,84,0,657503,657713,HPB,4,1988-07-02 23:00:00,1988-07-07 08:00:00,1988,7,3,0,1988,7,7,6,12
43,42.25,2.27,105.5,0,0,12,0,677879,678089,HPB,4,1989-08-31 11:00:00,1989-09-04 20:00:00,1989,8,31,12,1989,9,4,18,9
44,31.595,3.57,46,14.5,24.5,0,0,696544,696635,HPB,4,1990-09-24 07:30:00,1990-09-26 05:00:00,1990,9,24,6,1990,9,26,6,9
45,68.1,6.37,74,24,31.5,12,0,710488,710635,HPB,4,1991-07-11 19:30:00,1991-07-14 21:00:00,1991,7,11,18,1991,7,15,0,9
46,62.575,1.92,95,0,0,0,0,733936,734125,HPB,4,1992-11-11 07:30:00,1992-11-15 06:00:00,1992,11,11,6,1992,11,15,6,7
47,27.21,1.56,63.5,0,7.5,0,0,750307,750433,HPB,4,1993-10-18 09:00:00,1993-10-21 00:00:00,1993,10,18,12,1993,10,21,0,2
48,40.925,5.28,42.5,0,0,12,0,766273,766357,HPB,4,1994-09-16 00:00:00,1994-09-17 18:00:00,1994,9,16,0,1994,9,17,18,2
49,49.04,5.43,45,0,0,18,0,800470,800559,HPB,4,1996-08-28 10:30:00,1996-08-30 07:00:00,1996,8,28,12,1996,8,30,6,2
50,61.885,2.89,90.5,0,31.5,30,0,800609,800789,HPB,4,1996-08-31 08:00:00,1996-09-04 02:00:00,1996,8,31,6,1996,9,4,0,2
51,51.195,1.9,79,0,51.5,0,0,815513,815670,HPB,4,1997-07-07 20:00:00,1997-07-11 02:30:00,1997,7,7,18,1997,7,11,0,13
52,37.41,1.62,71,0,0,0,0,832081,832222,HPB,4,1998-06-18 00:00:00,1998-06-20 22:30:00,1998,6,18,0,1998,6,21,0,2
53,27.08,3.94,21.5,0,0,0,0,853130,853172,HPB,4,1999-08-30 12:30:00,1999-08-31 09:30:00,1999,8,30,12,1999,8,31,12,8
54,46.92,3.97,38,0,0,0,0,853447,853522,HPB,4,1999-09-06 03:00:00,1999-09-07 16:30:00,1999,9,6,6,1999,9,7,18,13
55,130.515,7.29,82,23.5,28,72,0,870810,870973,HPB,4,2000-09-01 20:30:00,2000-09-05 06:00:00,2000,9,1,18,2000,9,5,6,2
56,26.76,2.43,53,0,0,24,0,889689,889794,HPB,4,2001-09-30 04:00:00,2001-10-02 08:30:00,2001,9,30,6,2001,10,2,6,2
57,30.45,3.1,49.5,29.5,20,12,0,904375,904473,HPB,4,2002-08-02 03:00:00,2002-08-04 04:00:00,2002,8,2,6,2002,8,4,6,4
58,94.105,3.62,128,0,34,36,0,939760,940015,HPB,4,2004-08-08 07:30:00,2004-08-13 15:00:00,2004,8,8,6,2004,8,13,18,2
59,24.175,2.51,33.5,14.5,15,6,0,958759,958825,HPB,4,2005-09-08 03:00:00,2005-09-09 12:00:00,2005,9,8,6,2005,9,9,12,2
60,26.995,7.94,41,15,22,6,0,976494,976575,HPB,4,2006-09-12 14:30:00,2006-09-14 07:00:00,2006,9,12,12,2006,9,14,6,2
61,53.375,4.34,105.5,43.5,62,12,0,994594,994804,HPB,4,2007-09-24 16:30:00,2007-09-29 01:30:00,2007,9,24,18,2007,9,29,0,2
62,22.45,2.01,28,0,0,0,0,1012897,1012952,HPB,4,2008-10-10 00:00:00,2008-10-11 03:30:00,2008,10,10,0,2008,10,11,6,2
63,24.21,4.18,42.5,0,0,12,0,1013258,1013342,HPB,4,2008-10-17 12:30:00,2008-10-19 06:30:00,2008,10,17,12,2008,10,19,6,7
64,39.35,5.1,36,0,0,12,0,1027342,1027413,HPB,4,2009-08-06 22:30:00,2009-08-08 10:00:00,2009,8,7,0,2009,8,8,12,7
65,52.88,4.31,32.5,7,25.5,12,0,1027446,1027510,HPB,4,2009-08-09 02:30:00,2009-08-10 10:30:00,2009,8,9,0,2009,8,10,12,2
66,25.945,7.05,41.5,0,0,24,0,1044194,1044276,HPB,4,2010-07-24 00:30:00,2010-07-25 17:30:00,2010,7,24,0,2010,7,25,18,12
