x___2,流域平均累加雨量,最大降雨強度,継続時間,台風直接時間,台風間接時間,前線時間,線状降水帯時間,開始,終了,SST,アンサンブル,開始時刻,終了時刻,DynamicCluster,開始年,開始月,開始日,開始時,終了年,終了月,終了日,終了時,rain_time,rain_space
39_10,51.325,5.17,57.5,40.5,17,NaN,0,589855,589969,HPB,21,1984-08-23 15:00:00,1984-08-26 00:00:00,NaN,1984,8,23,18,1984,8,26,0,3,8
40_10,100.285,7.18,117,0,4,NaN,0,625776,626009,HPB,21,1986-09-10 23:30:00,1986-09-15 20:00:00,NaN,1986,9,11,0,1986,9,15,18,3,8
41_10,24.115,2.41,59.5,32.5,19,NaN,0,642027,642145,HPB,21,1987-08-15 13:00:00,1987-08-18 00:00:00,NaN,1987,8,15,12,1987,8,18,0,2,7
42_10,40.485,4.94,29,22.5,6.5,NaN,0,660861,660918,HPB,21,1988-09-10 22:00:00,1988-09-12 02:30:00,NaN,1988,9,11,0,1988,9,12,0,1,9
43_10,34.675,4.27,67,0,0,NaN,0,682332,682465,HPB,21,1989-12-02 05:30:00,1989-12-05 00:00:00,NaN,1989,12,2,6,1989,12,5,0,1,8
44_10,105.435,3.25,79.5,0,0,NaN,0,695057,695215,HPB,21,1990-08-24 08:00:00,1990-08-27 15:00:00,NaN,1990,8,24,6,1990,8,27,18,2,9
45_10,26.205,3.13,63.5,0,0,NaN,0,714940,715066,HPB,21,1991-10-12 13:30:00,1991-10-15 04:30:00,NaN,1991,10,12,12,1991,10,15,6,1,1
46_10,66.54,5.69,38,0,18,NaN,0,731609,731684,HPB,21,1992-09-23 20:00:00,1992-09-25 09:30:00,NaN,1992,9,23,18,1992,9,25,12,3,8
47_10,83.035,7.57,110,57,50.5,NaN,0,745482,745701,HPB,21,1993-07-09 20:30:00,1993-07-14 10:00:00,NaN,1993,7,9,18,1993,7,14,12,1,9
48_10,31.18,3.8,26,0,0,NaN,0,768716,768767,HPB,21,1994-11-05 21:30:00,1994-11-06 23:00:00,NaN,1994,11,6,0,1994,11,7,0,1,2
49_10,21.89,2.77,46.5,0,21.5,NaN,0,783561,783653,HPB,21,1995-09-11 04:00:00,1995-09-13 02:00:00,NaN,1995,9,11,6,1995,9,13,0,2,9
50_10,75.585,3.91,94.5,37.5,48,NaN,0,783963,784151,HPB,21,1995-09-19 13:00:00,1995-09-23 11:00:00,NaN,1995,9,19,12,1995,9,23,12,2,9
51_10,77.695,6.62,48,0,20.5,NaN,0,819693,819788,HPB,21,1997-10-02 22:00:00,1997-10-04 21:30:00,NaN,1997,10,3,0,1997,10,5,0,3,9
52_10,43.17,3.09,33.5,0,0,NaN,0,835257,835323,HPB,21,1998-08-23 04:00:00,1998-08-24 13:00:00,NaN,1998,8,23,6,1998,8,24,12,2,8
53_10,65.365,10.98,29,0,0,NaN,0,852982,853039,HPB,21,1999-08-27 10:30:00,1999-08-28 15:00:00,NaN,1999,8,27,12,1999,8,28,18,1,6
54_10,27.175,3.47,86,0,0,NaN,0,874613,874784,HPB,21,2000-11-20 02:00:00,2000-11-23 15:30:00,NaN,2000,11,20,0,2000,11,23,18,1,2
55_10,23.245,3.11,33,0,0,NaN,0,888247,888312,HPB,21,2001-08-31 03:00:00,2001-09-01 11:30:00,NaN,2001,8,31,6,2001,9,1,12,3,9
56_10,32.375,2.04,47,30,17,NaN,0,888614,888707,HPB,21,2001-09-07 18:30:00,2001-09-09 17:00:00,NaN,2001,9,7,18,2001,9,9,18,3,9
57_10,23.59,2.69,49,0,0,NaN,0,908865,908962,HPB,21,2002-11-03 16:00:00,2002-11-05 16:30:00,NaN,2002,11,3,18,2002,11,5,18,3,6
58_10,48.11,2.47,119.5,0,0,NaN,0,922400,922638,HPB,21,2003-08-12 15:30:00,2003-08-17 14:30:00,NaN,2003,8,12,18,2003,8,17,12,2,9
59_10,41.655,4.93,98,0,0,NaN,0,945261,945456,HPB,21,2004-11-30 22:00:00,2004-12-04 23:30:00,NaN,2004,12,1,0,2004,12,5,0,1,2
60_10,40.905,2.77,59.5,25,28.5,NaN,0,960883,961001,HPB,21,2005-10-22 09:00:00,2005-10-24 20:00:00,NaN,2005,10,22,12,2005,10,24,18,3,6
61_10,30.785,3.37,35.5,0,28.5,NaN,0,976399,976469,HPB,21,2006-09-10 15:00:00,2006-09-12 02:00:00,NaN,2006,9,10,18,2006,9,12,0,3,9
62_10,47.405,5.54,40,0,0,NaN,0,976697,976776,HPB,21,2006-09-16 20:00:00,2006-09-18 11:30:00,NaN,2006,9,16,18,2006,9,18,12,3,9
63_10,39.195,4.64,56.5,0,0,NaN,0,992690,992802,HPB,21,2007-08-16 00:30:00,2007-08-18 08:30:00,NaN,2007,8,16,0,2007,8,18,6,3,9
64_10,38.09,5.51,29,13,16,NaN,0,993236,993293,HPB,21,2007-08-27 09:30:00,2007-08-28 14:00:00,NaN,2007,8,27,12,2007,8,28,12,3,9
65_10,36.195,4.06,40,0,0,NaN,0,1010712,1010791,HPB,21,2008-08-25 11:30:00,2008-08-27 03:00:00,NaN,2008,8,25,12,2008,8,27,6,3,8
66_9,28.415,3.21,26.5,0,0,NaN,0,1029672,1029724,HPB,21,2009-09-24 11:30:00,2009-09-25 13:30:00,NaN,2009,9,24,12,2009,9,25,12,1,5
67_9,34.05,4.87,28.5,0,0,NaN,0,1030159,1030215,HPB,21,2009-10-04 15:00:00,2009-10-05 19:00:00,NaN,2009,10,4,18,2009,10,5,18,1,5
68_6,46.24,4.62,52,29,23,NaN,0,1043455,1043558,HPB,21,2010-07-08 15:00:00,2010-07-10 18:30:00,NaN,2010,7,8,18,2010,7,10,18,2,1
1_11,23.145,2.95,36.5,0,0,NaN,14,11507,11579,HPB,22,1951-08-28 17:00:00,1951-08-30 05:00:00,NaN,1951,8,28,18,1951,8,30,6,3,5
2_11,21.04,2,22.5,0,0,NaN,22.5,11948,11992,HPB,22,1951-09-06 21:30:00,1951-09-07 19:30:00,NaN,1951,9,7,0,1951,9,7,18,3,5
3_11,64.69,5.77,50,0,50,NaN,50,12035,12134,HPB,22,1951-09-08 17:00:00,1951-09-10 18:30:00,NaN,1951,9,8,18,1951,9,10,18,3,5
4_11,22.165,1.68,25,0,0,NaN,0,30225,30274,HPB,22,1952-09-21 16:00:00,1952-09-22 16:30:00,NaN,1952,9,21,18,1952,9,22,18,3,2
5_11,61.745,4.29,48,12.5,21.5,NaN,0,30666,30761,HPB,22,1952-09-30 20:30:00,1952-10-02 20:00:00,NaN,1952,9,30,18,1952,10,2,18,3,2
6_11,35.485,5.13,21,0,6,NaN,0,48699,48740,HPB,22,1953-10-11 13:00:00,1953-10-12 09:30:00,NaN,1953,10,11,12,1953,10,12,12,1,2
7_11,36.07,3.19,32.5,0,0,NaN,0,48989,49053,HPB,22,1953-10-17 14:00:00,1953-10-18 22:00:00,NaN,1953,10,17,12,1953,10,19,0,1,2
8_11,60.54,10.63,59.5,26,33.5,NaN,0,64073,64191,HPB,22,1954-08-27 20:00:00,1954-08-30 07:00:00,NaN,1954,8,27,18,1954,8,30,6,1,9
9_11,30.16,4.02,29.5,0,0,NaN,0,79933,79991,HPB,22,1955-07-24 06:00:00,1955-07-25 11:00:00,NaN,1955,7,24,6,1955,7,25,12,1,7
10_11,91.87,10.82,69,17,20.5,NaN,0,96762,96899,HPB,22,1956-07-08 20:30:00,1956-07-11 17:00:00,NaN,1956,7,8,18,1956,7,11,18,1,8
11_11,77.605,7.49,91.5,26,35.5,NaN,0,116194,116376,HPB,22,1957-08-17 16:30:00,1957-08-21 11:30:00,NaN,1957,8,17,18,1957,8,21,12,1,8
12_11,21.015,2.09,27,0,0,NaN,0,133879,133932,HPB,22,1958-08-21 03:00:00,1958-08-22 05:30:00,NaN,1958,8,21,6,1958,8,22,6,3,8
13_11,60.255,5.84,63,37,23.5,NaN,0,134177,134302,HPB,22,1958-08-27 08:00:00,1958-08-29 22:30:00,NaN,1958,8,27,6,1958,8,30,0,3,8
14_11,31.76,5.55,20,7,21,NaN,0,134362,134401,HPB,22,1958-08-31 04:30:00,1958-09-01 00:00:00,NaN,1958,8,31,6,1958,9,1,0,3,8
15_11,30.15,1.53,114,44,27,NaN,0,152450,152677,HPB,22,1959-09-12 00:30:00,1959-09-16 18:00:00,NaN,1959,9,12,0,1959,9,16,18,2,10
16_11,77.465,1.96,174.5,0,0,NaN,0,152776,153124,HPB,22,1959-09-18 19:30:00,1959-09-26 01:30:00,NaN,1959,9,18,18,1959,9,26,0,2,10
17_11,57.68,3.72,90.5,6.5,38.5,NaN,0,166919,167099,HPB,22,1960-07-09 11:00:00,1960-07-13 05:00:00,NaN,1960,7,9,12,1960,7,13,6,3,7
18_11,143.07,13.05,58.5,29,29.5,NaN,0,186608,186724,HPB,22,1961-08-23 15:30:00,1961-08-26 01:30:00,NaN,1961,8,23,18,1961,8,26,0,2,5
19_11,32.515,5.12,70,0,0,NaN,0,202226,202365,HPB,22,1962-07-15 00:30:00,1962-07-17 22:00:00,NaN,1962,7,15,0,1962,7,18,0,3,1
20_11,37.77,3.17,38.5,12.5,26,NaN,0,202808,202884,HPB,22,1962-07-27 03:30:00,1962-07-28 17:30:00,NaN,1962,7,27,6,1962,7,28,18,3,1
21_11,48.325,4.8,62,10,19.5,NaN,0,221646,221769,HPB,22,1963-08-23 14:30:00,1963-08-26 04:00:00,NaN,1963,8,23,12,1963,8,26,6,3,2
22_11,46.17,5.41,43.5,2.5,15.5,NaN,0,240482,240568,HPB,22,1964-09-19 00:30:00,1964-09-20 19:30:00,NaN,1964,9,19,0,1964,9,20,18,1,2
23_11,36.345,2.43,37.5,0,0,NaN,0,259153,259227,HPB,22,1965-10-13 00:00:00,1965-10-14 13:00:00,NaN,1965,10,13,0,1965,10,14,12,3,2
24_11,36.635,5.17,44,15,20,NaN,0,271732,271819,HPB,22,1966-07-02 01:30:00,1966-07-03 21:00:00,NaN,1966,7,2,0,1966,7,4,0,1,6
25_11,48.285,9.68,47.5,22,25.5,NaN,0,272175,272269,HPB,22,1966-07-11 07:00:00,1966-07-13 06:00:00,NaN,1966,7,11,6,1966,7,13,6,1,6
26_11,60.975,4.06,96.5,0,38,NaN,0,292248,292440,HPB,22,1967-09-02 11:30:00,1967-09-06 11:30:00,NaN,1967,9,2,12,1967,9,6,12,2,8
27_11,66.31,4.67,33,3.5,29.5,NaN,0,309742,309807,HPB,22,1968-08-31 22:30:00,1968-09-02 07:00:00,NaN,1968,9,1,0,1968,9,2,6,2,1
28_11,47.51,4.06,47.5,16.5,31,NaN,0,327978,328072,HPB,22,1969-09-15 20:30:00,1969-09-17 19:30:00,NaN,1969,9,15,18,1969,9,17,18,3,8
29_11,26.095,3.41,79.5,0,30,NaN,0,343707,343865,HPB,22,1970-08-09 13:00:00,1970-08-12 20:00:00,NaN,1970,8,9,12,1970,8,12,18,2,7
30_11,23.645,2.02,95.5,0,86.5,NaN,0,343881,344071,HPB,22,1970-08-13 04:00:00,1970-08-17 03:00:00,NaN,1970,8,13,6,1970,8,17,6,2,7
31_11,58.14,4.74,91.5,15.5,29,NaN,0,344205,344387,HPB,22,1970-08-19 22:00:00,1970-08-23 17:00:00,NaN,1970,8,20,0,1970,8,23,18,2,7
32_11,89.635,7.58,130,14.5,66.5,NaN,0,360614,360873,HPB,22,1971-07-27 18:30:00,1971-08-02 04:00:00,NaN,1971,7,27,18,1971,8,2,6,3,6
33_11,57.875,4.66,72,39.5,32.5,NaN,0,360899,361042,HPB,22,1971-08-02 17:00:00,1971-08-05 16:30:00,NaN,1971,8,2,18,1971,8,5,18,3,6
34_11,32.92,3.14,88.5,0,0,NaN,0,381113,381289,HPB,22,1972-09-26 20:00:00,1972-09-30 12:00:00,NaN,1972,9,26,18,1972,9,30,12,3,8
35_11,48.44,3.47,83,0,18,NaN,0,396422,396587,HPB,22,1973-08-11 18:30:00,1973-08-15 05:00:00,NaN,1973,8,11,18,1973,8,15,6,2,6
36_11,35.785,2.37,58.5,0,0,NaN,0,414667,414783,HPB,22,1974-08-26 21:00:00,1974-08-29 07:00:00,NaN,1974,8,27,0,1974,8,29,6,2,6
37_11,63.455,3.15,109,0,16.5,NaN,0,414829,415046,HPB,22,1974-08-30 06:00:00,1974-09-03 18:30:00,NaN,1974,8,30,6,1974,9,3,18,2,6
38_11,54.98,4.96,62,0,0,NaN,0,433970,434093,HPB,22,1975-10-03 00:30:00,1975-10-05 14:00:00,NaN,1975,10,3,0,1975,10,5,12,3,8
39_11,46.55,2.93,57.5,11,23.5,NaN,0,451356,451470,HPB,22,1976-09-29 05:30:00,1976-10-01 14:30:00,NaN,1976,9,29,6,1976,10,1,12,3,9
40_11,45.73,5.42,46,0,0,NaN,0,465455,465546,HPB,22,1977-07-19 23:00:00,1977-07-21 20:30:00,NaN,1977,7,20,0,1977,7,21,18,3,8
41_11,63.215,2.69,71.5,0,0,NaN,0,481509,481651,HPB,22,1978-06-19 10:00:00,1978-06-22 09:00:00,NaN,1978,6,19,12,1978,6,22,12,2,6
42_11,36.075,2.16,54,0,0,NaN,0,502455,502562,HPB,22,1979-08-29 19:00:00,1979-09-01 00:30:00,NaN,1979,8,29,18,1979,9,1,0,3,7
43_11,20.05,4.74,12.5,0,0,NaN,0,502633,502657,HPB,22,1979-09-02 12:00:00,1979-09-03 00:00:00,NaN,1979,9,2,12,1979,9,3,0,3,7
44_11,108.775,4.57,83.5,0,0,NaN,0,522352,522518,HPB,22,1980-10-17 07:30:00,1980-10-20 18:30:00,NaN,1980,10,17,6,1980,10,20,18,2,6
45_11,57.455,3.75,41.5,12.5,29,NaN,0,535977,536059,HPB,22,1981-07-28 04:00:00,1981-07-29 21:00:00,NaN,1981,7,28,6,1981,7,30,0,2,9
46_11,21.36,2.52,43,0,0,NaN,0,555846,555931,HPB,22,1982-09-15 02:30:00,1982-09-16 21:00:00,NaN,1982,9,15,0,1982,9,17,0,2,10
47_11,41.85,2.83,35.5,0,0,NaN,0,556404,556474,HPB,22,1982-09-26 17:30:00,1982-09-28 04:30:00,NaN,1982,9,26,18,1982,9,28,6,2,10
48_11,72.525,1.9,113.5,0,0,NaN,0,571743,571969,HPB,22,1983-08-12 07:00:00,1983-08-17 00:00:00,NaN,1983,8,12,6,1983,8,17,0,2,7
49_11,25.005,3.84,42,8,19.5,NaN,0,589797,589880,HPB,22,1984-08-22 10:00:00,1984-08-24 03:30:00,NaN,1984,8,22,12,1984,8,24,6,2,2
50_11,28.455,2,73,0,0,NaN,0,608389,608534,HPB,22,1985-09-13 18:00:00,1985-09-16 18:30:00,NaN,1985,9,13,18,1985,9,16,18,2,1
51_11,31.595,3.37,45.5,14,22,NaN,0,624963,625053,HPB,22,1986-08-25 01:00:00,1986-08-26 22:00:00,NaN,1986,8,25,0,1986,8,27,0,1,2
52_11,32.59,3.03,53,0,0,NaN,0,625147,625252,HPB,22,1986-08-28 21:00:00,1986-08-31 01:30:00,NaN,1986,8,29,0,1986,8,31,0,1,2
53_11,21.845,2.56,36.5,17,19.5,NaN,0,642331,642403,HPB,22,1987-08-21 21:00:00,1987-08-23 09:00:00,NaN,1987,8,22,0,1987,8,23,12,1,8
54_11,29.695,3.61,51,26.5,24.5,NaN,0,642509,642610,HPB,22,1987-08-25 14:00:00,1987-08-27 16:30:00,NaN,1987,8,25,12,1987,8,27,18,1,8
55_11,25.565,2.4,31,0,0,NaN,0,659308,659369,HPB,22,1988-08-09 13:30:00,1988-08-10 20:00:00,NaN,1988,8,9,12,1988,8,10,18,2,3
56_11,21.78,2.77,41,0,0,NaN,0,678574,678655,HPB,22,1989-09-14 22:30:00,1989-09-16 15:00:00,NaN,1989,9,15,0,1989,9,16,18,2,9
57_11,67.59,2.86,83,27.5,41,NaN,0,678839,679004,HPB,22,1989-09-20 11:00:00,1989-09-23 21:30:00,NaN,1989,9,20,12,1989,9,24,0,2,9
58_11,46.935,2.18,53,0,0,NaN,0,697591,697696,HPB,22,1990-10-16 03:00:00,1990-10-18 07:30:00,NaN,1990,10,16,6,1990,10,18,6,2,8
59_11,35.59,4.01,58.5,37.5,21,NaN,0,709944,710060,HPB,22,1991-06-30 11:30:00,1991-07-02 21:30:00,NaN,1991,6,30,12,1991,7,3,0,3,2
60_11,32.695,3.65,22,0,0,NaN,0,734728,734771,HPB,22,1992-11-27 19:30:00,1992-11-28 17:00:00,NaN,1992,11,27,18,1992,11,28,18,1,6
61_11,32.76,2.79,71,29.5,55.5,NaN,0,749870,750011,HPB,22,1993-10-09 06:30:00,1993-10-12 05:00:00,NaN,1993,10,9,6,1993,10,12,6,3,9
62_11,41.225,2.18,69,0,0,NaN,0,761995,762132,HPB,22,1994-06-18 21:00:00,1994-06-21 17:30:00,NaN,1994,6,19,0,1994,6,21,18,2,9
63_11,110.465,8.74,94.5,0,0,NaN,0,779449,779637,HPB,22,1995-06-17 12:00:00,1995-06-21 10:00:00,NaN,1995,6,17,12,1995,6,21,12,3,6
64_11,37.145,3.31,35.5,0,0,NaN,0,800557,800627,HPB,22,1996-08-30 06:00:00,1996-08-31 17:00:00,NaN,1996,8,30,6,1996,8,31,18,2,5
65_11,37.555,2.36,78.5,0,0,NaN,0,800907,801063,HPB,22,1996-09-06 13:00:00,1996-09-09 19:00:00,NaN,1996,9,6,12,1996,9,9,18,2,5
66_10,46.63,3.21,78.5,47.5,20,NaN,0,818755,818911,HPB,22,1997-09-13 09:00:00,1997-09-16 15:00:00,NaN,1997,9,13,12,1997,9,16,18,3,9
67_10,33.855,2.65,72,0,0,NaN,0,837886,838029,HPB,22,1998-10-16 22:30:00,1998-10-19 22:00:00,NaN,1998,10,17,0,1998,10,20,0,3,6
68_7,36.09,3.56,30.5,18,12.5,NaN,0,854070,854130,HPB,22,1999-09-19 02:30:00,1999-09-20 08:30:00,NaN,1999,9,19,0,1999,9,20,6,3,6
69_4,22.53,3.89,17,0,0,NaN,0,872531,872564,HPB,22,2000-10-07 17:00:00,2000-10-08 09:30:00,NaN,2000,10,7,18,2000,10,8,12,3,9
70_4,59.85,5.33,79.5,0,0,NaN,0,872867,873025,HPB,22,2000-10-14 17:00:00,2000-10-18 00:00:00,NaN,2000,10,14,18,2000,10,18,0,3,9
71_3,21.02,3.01,51,18,27.5,NaN,0,886147,886248,HPB,22,2001-07-18 09:00:00,2001-07-20 11:30:00,NaN,2001,7,18,12,2001,7,20,12,1,1
72_3,108.46,11.64,47.5,0,0,NaN,0,886596,886690,HPB,22,2001-07-27 17:30:00,2001-07-29 16:30:00,NaN,2001,7,27,18,2001,7,29,18,1,1
73_3,36.64,7.25,74,62.5,11,NaN,0,904379,904526,HPB,22,2002-08-02 05:00:00,2002-08-05 06:30:00,NaN,2002,8,2,6,2002,8,5,6,1,8
74_2,27.795,3.05,80.5,10.5,37.5,NaN,0,921712,921872,HPB,22,2003-07-29 07:30:00,2003-08-01 15:30:00,NaN,2003,7,29,6,2003,8,1,18,1,6
75_2,62.47,7.47,44.5,0,27.5,NaN,0,938647,938735,HPB,22,2004-07-16 03:00:00,2004-07-17 23:00:00,NaN,2004,7,16,6,2004,7,18,0,3,1
76_1,26.64,4.63,28,0,0,NaN,0,960415,960470,HPB,22,2005-10-12 15:00:00,2005-10-13 18:30:00,NaN,2005,10,12,18,2005,10,13,18,1,8
77_1,43.705,7.65,57.5,14,43.5,NaN,0,960649,960763,HPB,22,2005-10-17 12:00:00,2005-10-19 21:00:00,NaN,2005,10,17,12,2005,10,20,0,1,8
78,34.235,2.77,106,0,0,NaN,0,974037,974248,HPB,22,2006-07-23 10:00:00,2006-07-27 19:30:00,NaN,2006,7,23,12,2006,7,27,18,2,1
79,48.65,3.53,67,0,0,NaN,0,974268,974401,HPB,22,2006-07-28 05:30:00,2006-07-31 00:00:00,NaN,2006,7,28,6,2006,7,31,0,2,1
80,67.88,6.02,40,0,0,NaN,0,994009,994088,HPB,22,2007-09-12 12:00:00,2007-09-14 03:30:00,NaN,2007,9,12,12,2007,9,14,6,3,7
81,56.985,6.65,27.5,0,0,NaN,0,1010766,1010820,HPB,22,2008-08-26 14:30:00,2008-08-27 17:30:00,NaN,2008,8,26,12,2008,8,27,18,1,5
82,27.395,3.71,98.5,0,0,NaN,0,1032909,1033105,HPB,22,2009-11-30 22:00:00,2009-12-05 00:00:00,NaN,2009,12,1,0,2009,12,5,0,1,2
83,40.985,2.49,53.5,0,0,NaN,0,1045766,1045872,HPB,22,2010-08-25 18:30:00,2010-08-27 23:30:00,NaN,2010,8,25,18,2010,8,28,0,3,9
1_12,33.1,3.55,25.5,0,0,NaN,0,11603,11653,HPB,23,1951-08-30 17:00:00,1951-08-31 18:00:00,NaN,1951,8,30,18,1951,8,31,18,1,9
2_12,71.77,8.76,61,31,30,NaN,61,11973,12094,HPB,23,1951-09-07 10:00:00,1951-09-09 22:30:00,NaN,1951,9,7,12,1951,9,10,0,1,9
3_12,131.725,3.36,143,0,0,NaN,0,29092,29377,HPB,23,1952-08-29 01:30:00,1952-09-04 00:00:00,NaN,1952,8,29,0,1952,9,4,0,2,8
4_12,45.07,2.85,49,25,15.5,NaN,0,47035,47132,HPB,23,1953-09-06 21:00:00,1953-09-08 21:30:00,NaN,1953,9,7,0,1953,9,9,0,2,1
5_12,110.615,8.8,80.5,22,30,NaN,0,63726,63886,HPB,23,1954-08-20 14:30:00,1954-08-23 22:30:00,NaN,1954,8,20,12,1954,8,24,0,3,6
6_12,32.465,3.71,63.5,0,0,NaN,0,84424,84550,HPB,23,1955-10-25 19:30:00,1955-10-28 10:30:00,NaN,1955,10,25,18,1955,10,28,12,1,8
7_12,38.64,4.17,73.5,0,0,NaN,0,113173,113319,HPB,23,1957-06-15 18:00:00,1957-06-18 19:00:00,NaN,1957,6,15,18,1957,6,18,18,1,2
8_12,35.785,2.89,109.5,0,0,NaN,0,138340,138558,HPB,23,1958-11-22 01:30:00,1958-11-26 14:30:00,NaN,1958,11,22,0,1958,11,26,12,3,9
9_12,30.26,6.45,20,17,3,NaN,0,150405,150444,HPB,23,1959-07-31 10:00:00,1959-08-01 05:30:00,NaN,1959,7,31,12,1959,8,1,6,1,9
10_12,28.65,1.03,62.5,0,0,NaN,0,165956,166080,HPB,23,1960-06-19 09:30:00,1960-06-21 23:30:00,NaN,1960,6,19,12,1960,6,22,0,2,8
11_12,52.62,2.44,61.5,16.5,37,NaN,0,204425,204547,HPB,23,1962-08-29 20:00:00,1962-09-01 09:00:00,NaN,1962,8,29,18,1962,9,1,12,2,5
12_12,28.175,3.69,39.5,0,0,NaN,0,225113,225191,HPB,23,1963-11-03 20:00:00,1963-11-05 11:00:00,NaN,1963,11,3,18,1963,11,5,12,1,2
13_12,27.825,3.48,57.5,0,0,NaN,0,242920,243034,HPB,23,1964-11-08 19:30:00,1964-11-11 04:30:00,NaN,1964,11,8,18,1964,11,11,6,1,2
14_12,30.035,3.92,46,0,0,NaN,0,258735,258826,HPB,23,1965-10-04 07:00:00,1965-10-06 04:30:00,NaN,1965,10,4,6,1965,10,6,6,1,2
15_12,32.21,2.33,76,16.5,75,NaN,0,274370,274521,HPB,23,1966-08-26 00:30:00,1966-08-29 04:00:00,NaN,1966,8,26,0,1966,8,29,6,2,6
16_12,87.255,3.94,93,0.5,27.5,NaN,0,274880,275065,HPB,23,1966-09-05 15:30:00,1966-09-09 12:00:00,NaN,1966,9,5,18,1966,9,9,12,2,6
17_12,98.26,6.14,69.5,0,0,NaN,0,292099,292237,HPB,23,1967-08-30 09:00:00,1967-09-02 06:00:00,NaN,1967,8,30,12,1967,9,2,6,2,6
18_12,21.96,1.23,55,0,0,NaN,0,310713,310822,HPB,23,1968-09-21 04:00:00,1968-09-23 10:30:00,NaN,1968,9,21,6,1968,9,23,12,2,9
19_12,26.925,4.78,61,0,0,NaN,0,330760,330881,HPB,23,1969-11-12 19:30:00,1969-11-15 08:00:00,NaN,1969,11,12,18,1969,11,15,6,1,2
20_12,55.08,2.64,108,0,21.5,NaN,0,345530,345745,HPB,23,1970-09-16 12:30:00,1970-09-21 00:00:00,NaN,1970,9,16,12,1970,9,21,0,2,7
21_12,40.085,3.51,45.5,0,0,NaN,0,366058,366148,HPB,23,1971-11-18 04:30:00,1971-11-20 01:30:00,NaN,1971,11,18,6,1971,11,20,0,3,6
22_12,96.11,4.34,91.5,0,0,NaN,0,379756,379938,HPB,23,1972-08-29 13:30:00,1972-09-02 08:30:00,NaN,1972,8,29,12,1972,9,2,6,2,5
23_12,22.685,5.44,16,0,0,NaN,0,379986,380017,HPB,23,1972-09-03 08:30:00,1972-09-04 00:00:00,NaN,1972,9,3,6,1972,9,4,0,2,5
24_12,45.095,3.28,42,0,0,NaN,0,398201,398284,HPB,23,1973-09-17 20:00:00,1973-09-19 13:30:00,NaN,1973,9,17,18,1973,9,19,12,3,9
25_12,23.14,0.99,65,0,0,NaN,0,419251,419380,HPB,23,1974-11-30 09:00:00,1974-12-03 01:30:00,NaN,1974,11,30,12,1974,12,3,0,2,6
26_12,41.69,7.47,58.5,0,0,NaN,0,432084,432200,HPB,23,1975-08-24 17:30:00,1975-08-27 03:30:00,NaN,1975,8,24,18,1975,8,27,6,1,8
27_12,57.795,4.31,33,0,0,NaN,0,466856,466921,HPB,23,1977-08-18 03:30:00,1977-08-19 12:00:00,NaN,1977,8,18,6,1977,8,19,12,3,1
28_12,33.02,2.17,124.5,0,42.5,NaN,0,485741,485989,HPB,23,1978-09-15 14:00:00,1978-09-20 18:00:00,NaN,1978,9,15,12,1978,9,20,18,3,6
29_12,34.195,3.83,28,27,4,NaN,0,486129,486184,HPB,23,1978-09-23 16:00:00,1978-09-24 19:30:00,NaN,1978,9,23,18,1978,9,24,18,3,6
30_12,70.86,2.05,118.5,0,0,NaN,0,504773,505009,HPB,23,1979-10-17 02:00:00,1979-10-22 00:00:00,NaN,1979,10,17,0,1979,10,22,0,2,9
31_12,40.09,3.94,114,0,0,NaN,0,516880,517107,HPB,23,1980-06-25 07:30:00,1980-06-30 01:00:00,NaN,1980,6,25,6,1980,6,30,0,3,9
32_12,41.8,1.98,51.5,29,18.5,NaN,0,533906,534008,HPB,23,1981-06-15 00:30:00,1981-06-17 03:30:00,NaN,1981,6,15,0,1981,6,17,6,2,6
33_12,29.555,1.83,105.5,0,0,NaN,0,558290,558500,HPB,23,1982-11-05 00:30:00,1982-11-09 09:30:00,NaN,1982,11,5,0,1982,11,9,12,2,6
34_12,23.695,2.89,62,0,0,NaN,0,558546,558669,HPB,23,1982-11-10 08:30:00,1982-11-12 22:00:00,NaN,1982,11,10,6,1982,11,13,0,2,6
35_12,23.675,2.9,45.5,0,0,NaN,0,558727,558817,HPB,23,1982-11-14 03:00:00,1982-11-16 00:00:00,NaN,1982,11,14,6,1982,11,16,0,2,6
36_12,59.185,7.35,63.5,22,29.5,NaN,0,572130,572256,HPB,23,1983-08-20 08:30:00,1983-08-22 23:30:00,NaN,1983,8,20,6,1983,8,23,0,3,6
37_12,41.27,4.57,47.5,0,0,NaN,0,587628,587722,HPB,23,1984-07-08 05:30:00,1984-07-10 04:30:00,NaN,1984,7,8,6,1984,7,10,6,1,6
38_12,22.905,2.69,58,0,0,NaN,0,609621,609736,HPB,23,1985-10-09 10:00:00,1985-10-11 19:30:00,NaN,1985,10,9,12,1985,10,11,18,1,8
39_12,57.475,12.15,44.5,20,22,NaN,0,642292,642380,HPB,23,1987-08-21 01:30:00,1987-08-22 21:30:00,NaN,1987,8,21,0,1987,8,23,0,1,8
40_12,36.065,2.68,43,0,0,NaN,0,660946,661031,HPB,23,1988-09-12 16:30:00,1988-09-14 11:00:00,NaN,1988,9,12,18,1988,9,14,12,3,6
41_12,41.22,2.93,59,0,50,NaN,0,677859,677976,HPB,23,1989-08-31 01:00:00,1989-09-02 11:30:00,NaN,1989,8,31,0,1989,9,2,12,3,8
